date,year,month,season,accession,sample,sheet,index,ct,hev,location,b,g,r,s,roost,region,species %,ff total
13-Aug-13,2013,Aug,Win,P13-13443,28,J,1,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",5000
13-Aug-13,2013,Aug,Win,P13-13443,30,J,2,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",5000
13-Aug-13,2013,Aug,Win,P13-13443,29,J,3,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",5000
14-Aug-13,2013,Aug,Win,P13-13444,5,A,1,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,6,A,2,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,3,A,3,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,7,A,4,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,4,A,5,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,2,A,6,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,1,A,7,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,8,B,1,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,9,C,1,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,13,D,1,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,10,D,2,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,11,D,3,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,12,D,4,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,14,D,5,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,15,E,1,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,16,F,1,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,18,F,2,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,19,F,3,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,17,F,4,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,21,G,1,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,20,G,2,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,23,G,3,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,22,G,4,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,24,H,1,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,26,H,2,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,25,H,3,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,30,I,1,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,29,I,2,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,28,I,3,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
14-Aug-13,2013,Aug,Win,P13-13444,27,I,4,,0,Tolga Scrub,0,0,0,1,s,NQ,"0,0,0,100",1000
15-Aug-13,2013,Aug,Win,P13-13445,2,A,1,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,1,A,2,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,3,A,3,34.2,1,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,5,B,1,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,4,B,2,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,6,B,3,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,9,C,1,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,8,C,2,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,7,C,3,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,12,D,1,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,11,D,2,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,10,D,3,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,13,E,1,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,15,E,2,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,14,E,3,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,18,F,1,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,17,F,2,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,16,F,3,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,19,G,1,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,21,G,2,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,20,G,3,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,22,H,1,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,23,H,2,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,24,H,3,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,27,I,1,38.88,1,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,25,I,2,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,26,I,3,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,30,J,1,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,28,J,2,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
15-Aug-13,2013,Aug,Win,P13-13445,29,J,3,,0,Ingham,1,1,0,1,bgs,NQ,"89,15,0,1",3000
05-Dec-13,2013,Dec,Sum,P13-14173,4,A,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,1,A,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,2,A,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,3,A,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,8,B,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,6,B,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,5,B,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,7,B,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,11,C,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,12,C,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,10,C,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,9,C,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,13,D,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,14,D,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,16,D,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,15,D,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,17,E,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,19,E,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,18,E,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,20,E,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,24,F,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,21,F,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,23,F,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,22,F,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,25,G,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,26,G,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,27,G,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,28,G,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,32,H,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,31,H,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,30,H,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,29,H,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,34,I,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,33,I,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,35,I,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,36,I,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,38,J,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,39,J,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,37,J,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,40,J,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,44,K,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,42,K,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,43,K,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,41,K,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,48,L,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,47,L,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,46,L,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,45,L,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,49,M,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,50,M,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,52,M,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,51,M,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,55,N,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,54,N,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,53,N,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,56,N,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,58,O,1,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,57,O,2,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,60,O,3,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
05-Dec-13,2013,Dec,Sum,P13-14173,59,O,4,,0,Cairns Central,0,0,1,1,rs,NQ,"0,0,5,95",10000
03-Dec-13,2013,Dec,Sum,P13-14973,2,A,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,1,A,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,3,A,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,5,B,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,4,B,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,7,B,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,6,B,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,8,C,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,13,C,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,12,C,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,10,C,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,11,C,5,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,9,C,6,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,16,D,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,14,D,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,15,D,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,18,E,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,17,E,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,21,E,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,19,E,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,20,E,5,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,23,F,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,22,F,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,24,F,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,25,F,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,27,G,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,28,G,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,29,G,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,26,G,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,31,H,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,30,H,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,32,H,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,33,H,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,37,I,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,34,I,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,36,I,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,35,I,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,41,J,1,38.45,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,39,J,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,38,J,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,40,J,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,43,K,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,45,K,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,42,K,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,44,K,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,50,L,1,37.33,1,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,46,L,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,47,L,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,49,L,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,48,L,5,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,51,M,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,54,M,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,53,M,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,52,M,4,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,56,N,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,57,N,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,55,N,3,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,59,O,1,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
03-Dec-13,2013,Dec,Sum,P13-14973,58,O,2,,0,Boonah,1,1,1,0,bgr,SEQ,"10,15,75,0",40000
20-Feb-13,2013,Feb,Sum,P13-10417,4,A,1,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,1,A,2,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,3,A,3,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,6,B,1,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,5,B,2,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,2,B,3,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,8,C,1,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,7,C,2,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,9,D,1,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,11,D,2,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,10,D,3,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,12,E,1,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,13,E,2,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,16,F,1,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,15,F,2,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,14,F,3,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,17,F,4,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,20,G,1,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,21,G,2,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,19,G,3,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
20-Feb-13,2013,Feb,Sum,P13-10417,18,G,4,,0,Bundaberg Botanical Gardens,1,0,1,0,br,CQ,"10,0,90,0",50000
