date,year,month,season,accession,sample,sheet,index,ct,hev,location,b,g,r,s,roost,region,species %,ff total
29-Nov-11,2011,Dec,Sum,P11-76533,2,NSD,10,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,8,NSD,11,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,5,NSD,12,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,9,NSD,13,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,11,NSD,14,38.04,1,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Sum,P11-76533,1,NSD,15,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
01-Dec-11,2011,Dec,Sum,P11-76535,20,A,1,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,1,A,2,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,4,A,3,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,17,B,1,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,12,B,2,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,10,B,3,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,2,B,4,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,22,C,1,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,3,C,2,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,8,C,3,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,6,C,4,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,21,D,1,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,5,D,2,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,18,D,3,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,19,D,4,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,7,D,5,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,13,E,1,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,11,E,2,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,9,E,3,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,14,F,1,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,15,F,2,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,16,G,1,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,25,NSD,1,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,24,NSD,2,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
01-Dec-11,2011,Dec,Sum,P11-76535,23,NSD,3,,0,Townsville (Palmetum),1,0,1,0,br,NQ,"5,0,95,0",5000
02-Dec-11,2011,Dec,Sum,P11-76538,1,A,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,3,B,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,2,B,2,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,4,C,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,6,C,2,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,5,C,3,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,7,D,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,8,D,2,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,9,E,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,10,E,2,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,11,F,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,12,F,2,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,15,G,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,13,G,2,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,14,G,3,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,16,H,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,17,I,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,18,J,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
02-Dec-11,2011,Dec,Sum,P11-76538,19,K,1,,0,Bundaberg (Don Tallon),1,0,1,0,br,CQ,"99,0,1,0",20000
20-Dec-11,2011,Dec,Sum,P11-76550,1,A,1,36.54,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,4,C,1,34.66,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,9,D,1,36.47,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,24,NSD,1,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,12,NSD,2,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,3,NSD,3,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,2,NSD,4,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,20,NSD,5,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,26,NSD,6,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,18,NSD,7,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,16,NSD,8,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,11,NSD,9,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,23,NSD,10,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,17,NSD,11,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,22,NSD,12,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,28,NSD,13,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,8,NSD,14,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,10,NSD,15,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,21,NSD,16,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,6,NSD,17,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,27,NSD,18,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,13,NSD,19,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,5,NSD,20,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,7,NSD,21,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,19,NSD,22,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,29,NSD,23,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,15,NSD,24,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,14,NSD,25,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
20-Dec-11,2011,Dec,Sum,P11-76550,25,NSD,26,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",10000
21-Dec-11,2011,Dec,Sum,P11-76880,1,A,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,2,B,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,3,C,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,4,D,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,5,E,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,6,F,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,7,G,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,8,H,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,9,K,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,10,L,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,11,M,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,13,O,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,15,O,2,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,14,O,3,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,16,O,4,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,12,P,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,17,Q,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,18,R,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,19,S,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,20,T + U,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,24,V,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,23,V,2,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,21,V,3,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
21-Dec-11,2011,Dec,Sum,P11-76880,22,W,1,,0,Yeppoon,1,0,1,0,br,CQ,"10,0,90,0",200000
03-Jul-11,2011,Jul,Win,P11-73094,1+2+3,A + B,1,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,5,C,1,33.19,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,4,C,2,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,6,C,3,32.52,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,8,D,1,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,7,D,2,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,9,D,3,34.57,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,10,E,1,33.11,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,11,E,2,33.05,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,12,F,1,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,13,F,2,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,17,G,1,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,16,G,2,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,15,G,3,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,14,G,4,36.54,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,18,G,5,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,21,H,1,36.06,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,20,H,2,34.39,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,24,H,3,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,19,H,4,32.13,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,22,H,5,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,23,H,6,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,28,I,1,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,26,I,2,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,25,I,3,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,27,I,4,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,29,J,1,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,35,J,2,35.6,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,30,J,3,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,31,J,4,34.8,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,36,J,5,35.68,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,32,J,6,34.36,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,33,J,7,34.5,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,34,J,8,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,40,K,1,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,43,K,2,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,42,K,3,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,44,K,4,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,41,K,5,28.98,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,39,K,6,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,38,K,7,30.59,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,37,K,8,26.64,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,46,L,1,36.46,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,45,L,2,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,52,M,1,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,53,M,2,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,47,M,3,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,48,M,4,34.32,1,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,54,M,5,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,50,M,6,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,51,M,7,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,49,M,8,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,56,N,1,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,57,N,2,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,59,N,3,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,58,N,4,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,55,N,5,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,61,O,1,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,62,O,2,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
03-Jul-11,2011,Jul,Win,P11-73094,60,O,3,,0,Boonah,1,1,0,0,bg,SEQ,"50,50,0,0",5000
05-Jul-11,2011,Jul,Win,P11-73165,1,A,1,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,2,A,2,36.51,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,5,B,1,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,3,B,2,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,4,B,3,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,9,C,1,32.54,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,6,C,2,34.89,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,7,C,3,26.87,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,8,C,4,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,13,D,1,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,11,D,2,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,12,D,3,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,10,D,4,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,14,E,1,34.16,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,17,E,2,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,15,E,3,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,16,E,4,36.63,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,22,F,1,36.6,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,20,F,2,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,21,F,3,34.99,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,19,F,4,35.5,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,18,F,5,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,23,G,1,34.92,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,24,G,2,34.03,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,25,G,3,33.94,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,27,H,1,36.84,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,28,H,2,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,29,H,3,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,26,H,4,36.26,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,32,I,1,36.64,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,31,I,2,36.63,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,30,I,3,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,33,J,1,30.1,1,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
05-Jul-11,2011,Jul,Win,P11-73165,34,J,2,,0,Canungra,1,1,0,0,bg,SEQ,"25,75,0,0",800
11-Jul-11,2011,Jul,Win,P11-73350,1,A,1,29.28,1,Boonah,1,1,0,0,bg,SEQ,"65,35,0,0",1500
11-Jul-11,2011,Jul,Win,P11-73350,27,A,2,30.27,1,Boonah,1,1,0,0,bg,SEQ,"65,35,0,0",1500
11-Jul-11,2011,Jul,Win,P11-73350,2,A,3,25.05,1,Boonah,1,1,0,0,bg,SEQ,"65,35,0,0",1500
11-Jul-11,2011,Jul,Win,P11-73350,3,B,1,37.69,1,Boonah,1,1,0,0,bg,SEQ,"65,35,0,0",1500
11-Jul-11,2011,Jul,Win,P11-73350,4,C,1,,0,Boonah,1,1,0,0,bg,SEQ,"65,35,0,0",1500
11-Jul-11,2011,Jul,Win,P11-73350,12,D,1,31.24,1,Boonah,1,1,0,0,bg,SEQ,"65,35,0,0",1500
